language,case,default,morphological,noun_type,noun_class,number,conditioning,form,form_add,form_replace,form_delete,prosodic_form,prosody_clean,case_broad,form_add_s,form_add_prefix,form_add_suffix,form_add_all,vowel_pres,cons_pres,vowel_end,obstr_vl_pres,obstr_vl_count,obstr_vl_prop,last_vowel,last_vowel_qual,v_height,v_long,cons_end,cons_onset
Khalkha Mongolian,accusative,FALSE,affix,NA,,,,-iig,-iig,,,NA,FALSE,acc-like,-iig,,iig,iig,TRUE,TRUE,FALSE,FALSE,0,0,ii,i,h,TRUE,TRUE,FALSE
Khalkha Mongolian,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalkha Mongolian,vocative,FALSE,clitic,"kinship term, title, personal name",,,,-aa / -ee / -oo / -ɔɔ (vowel harmony),-aa,,,"raised pitch, stronger intensity",TRUE,vocative,-aa,,aa,aa,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Khalkha Mongolian,vocative,FALSE,clitic,"kinship term, title, personal name",,,,-aa / -ee / -oo / -ɔɔ (vowel harmony),-ee,,,"raised pitch, stronger intensity",TRUE,vocative,-ee,,ee,ee,TRUE,FALSE,TRUE,FALSE,0,0,ee,e,m,TRUE,FALSE,FALSE
Khalkha Mongolian,vocative,FALSE,clitic,"kinship term, title, personal name",,,,-aa / -ee / -oo / -ɔɔ (vowel harmony),-oo,,,"raised pitch, stronger intensity",TRUE,vocative,-oo,,oo,oo,TRUE,FALSE,TRUE,FALSE,0,0,oo,o,m,TRUE,FALSE,FALSE
Khalkha Mongolian,vocative,FALSE,clitic,"kinship term, title, personal name",,,,-aa / -ee / -oo / -ɔɔ (vowel harmony),-ɔɔ,,,"raised pitch, stronger intensity",TRUE,vocative,-ɔɔ,,ɔɔ,ɔɔ,TRUE,FALSE,TRUE,FALSE,0,0,ɔɔ,ɔ,m,TRUE,FALSE,FALSE
Kilmeri,vocative,FALSE,affix,NA,,,,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Kisi,vocative,FALSE,affix,NA,,,,-wêi,-wêi,,,final vowel can be expressively lengthened,TRUE,vocative,-wêi,,wêi,wêi,TRUE,TRUE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,TRUE
Koasati,accusative,FALSE,affix,NA,,,,-n,-n,,,NA,FALSE,acc-like,-n,,n,n,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,NA,NA,TRUE,FALSE
Koasati,nominative,FALSE,affix,NA,,,,-k,-k,,,NA,FALSE,nom-like,-k,,k,k,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Koasati,vocative,FALSE,deletion,"proper nounds, kinship terms",,,V_,delete V,,,-V,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Koasati,vocative,FALSE,deletion,"proper nounds, kinship terms",,,ka_,delete -ka,,,-ka,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konso,accusative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konso,nominative,FALSE,affix,"Proper names, pronouns and days of a week",,,,-ʔ,-ʔ,,,NA,FALSE,nom-like,-ʔ,,ʔ,ʔ,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Konso,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konso,vocative,FALSE,affix,"nouns that trigger M/F gender agreement on the verb, proper names ending on -o",,,o_,-u,-u,,,NA,FALSE,vocative,-u,,u,u,TRUE,FALSE,TRUE,FALSE,0,0,u,u,h,FALSE,FALSE,FALSE
Konso,vocative,FALSE,affix,"nouns that trigger M/F gender agreement on the verb, proper names ending on -o",,,o_,-o,-o,,,NA,FALSE,vocative,-o,,o,o,TRUE,FALSE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,FALSE
Konso,vocative,FALSE,affix,nouns that trigger a plural gender agreement on the verb,,,,-j,-j,,,NA,FALSE,vocative,-j,,j,j,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,FALSE,FALSE
Konso,vocative,FALSE,affix,proper names ending in -e,,,e_,-i,-i,,,NA,FALSE,vocative,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Konso,vocative,FALSE,affix,proper names ending in -e,,,e_,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Konso,vocative,FALSE,affix,proper names ending in -a,,,a_,-a,-a,,,NA,FALSE,vocative,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Kulung,absolutive,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kulung,ergative,FALSE,affix,NA,,,,-ʔa,-ʔa,,,NA,FALSE,acc-like,-ʔa,,ʔa,ʔa,TRUE,TRUE,TRUE,TRUE,1,0.5,a,a,l,FALSE,FALSE,TRUE
Kulung,vocative,FALSE,affix,NA,,,,-ʔa,-ʔa,,,NA,FALSE,vocative,-ʔa,,ʔa,ʔa,TRUE,TRUE,TRUE,TRUE,1,0.5,a,a,l,FALSE,FALSE,TRUE
Lao,vocative,FALSE,particle,NA,,,,?e:y,ʔeej-,,,NA,FALSE,vocative,ʔeej-,ʔeej,,ʔeej,TRUE,TRUE,NA,TRUE,1,0.25,ee,e,m,TRUE,NA,NA
Latvian,accusative,FALSE,affix,NA,m-I,sg,,-u,-u,,,NA,FALSE,acc-like,-u,,u,u,TRUE,FALSE,TRUE,FALSE,0,0,u,u,h,FALSE,FALSE,FALSE
Latvian,accusative,FALSE,affix,NA,m-II,sg,,-i,-i,,,NA,FALSE,acc-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Latvian,accusative,FALSE,affix,NA,m-IIa,sg,,-i,-i,,,NA,FALSE,acc-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Latvian,accusative,FALSE,affix,NA,m-III,sg,,-u,-u,,,NA,FALSE,acc-like,-u,,u,u,TRUE,FALSE,TRUE,FALSE,0,0,u,u,h,FALSE,FALSE,FALSE
Latvian,accusative,FALSE,affix,NA,f-IV,sg,,-u,-u,,,NA,FALSE,acc-like,-u,,u,u,TRUE,FALSE,TRUE,FALSE,0,0,u,u,h,FALSE,FALSE,FALSE
Latvian,accusative,FALSE,affix,NA,f-V,sg,,-i,-i,,,NA,FALSE,acc-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Latvian,accusative,FALSE,affix,NA,f-VI,sg,,-i,-i,,,NA,FALSE,acc-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Latvian,nominative,FALSE,affix,NA,m-I,sg,,-s,-s,,,NA,FALSE,nom-like,-s,,s,s,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Latvian,nominative,FALSE,affix,NA,m-II,sg,,-is,-is,,,NA,FALSE,nom-like,-is,,is,is,TRUE,TRUE,FALSE,TRUE,1,0.5,i,i,h,FALSE,TRUE,FALSE
Latvian,nominative,FALSE,affix,NA,m-IIa,sg,,-s,-s,,,NA,FALSE,nom-like,-s,,s,s,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Latvian,nominative,FALSE,affix,NA,m-III,sg,,-us,-us,,,NA,FALSE,nom-like,-us,,us,us,TRUE,TRUE,FALSE,TRUE,1,0.5,u,u,h,FALSE,TRUE,FALSE
Latvian,nominative,FALSE,affix,NA,f-IV,sg,,-a,-a,,,NA,FALSE,nom-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Latvian,nominative,FALSE,affix,NA,f-V,sg,,-e,-e,,,NA,FALSE,nom-like,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Latvian,nominative,FALSE,affix,NA,f-VI,sg,,-s,-s,,,NA,FALSE,nom-like,-s,,s,s,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Latvian,vocative,FALSE,affix,NA,m-I,sg,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvian,vocative,FALSE,affix,NA,m-I,sg,,-s,-s,,,NA,FALSE,vocative,-s,,s,s,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Latvian,vocative,FALSE,affix,NA,m-II,sg,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvian,vocative,FALSE,affix,NA,m-II,sg,,-i,-i,,,NA,FALSE,vocative,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Latvian,vocative,FALSE,affix,NA,m-IIa,sg,,-s,-s,,,NA,FALSE,vocative,-s,,s,s,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Latvian,vocative,FALSE,affix,NA,m-III,sg,,-u,-u,,,NA,FALSE,vocative,-u,,u,u,TRUE,FALSE,TRUE,FALSE,0,0,u,u,h,FALSE,FALSE,FALSE
Latvian,vocative,FALSE,affix,NA,f-IV,sg,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvian,vocative,FALSE,affix,NA,f-IV,sg,,-a,-a,,,NA,FALSE,vocative,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Latvian,vocative,FALSE,affix,NA,f-V,sg,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvian,vocative,FALSE,affix,NA,f-V,sg,,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Latvian,vocative,FALSE,affix,NA,f-VI,sg,,-s,-s,,,NA,FALSE,vocative,-s,,s,s,FALSE,TRUE,FALSE,TRUE,1,1,NA,NA,NA,NA,TRUE,FALSE
Lavukaleve,vocative,FALSE,prosodic,NA,,,V_,final vowel --> -ou,,ow,,stress shift to prefinal syllable,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavukaleve,vocative,FALSE,particle,NA,,sg,,na,-na,,,NA,FALSE,vocative,-na,,na,na,TRUE,TRUE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,TRUE
Lavukaleve,vocative,FALSE,particle,NA,,dual,,nail,-nail,,,NA,FALSE,vocative,-nail,,nail,nail,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Lavukaleve,vocative,FALSE,particle,NA,,pl,,nail,-nail,,,NA,FALSE,vocative,-nail,,nail,nail,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Lezgian,absolutive,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lezgian,ergative,TRUE,affix,NA,,,default,-di,-di,,,NA,FALSE,acc-like,-di,,di,di,TRUE,TRUE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,Personal names,,,C_,-a,-a,,,NA,FALSE,acc-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Lezgian,ergative,FALSE,affix,"Abstract nouns derived by -wal, all plural nouns (except for -bur)",,,,-i,-i,,,NA,FALSE,acc-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Lezgian,ergative,FALSE,affix,Plurals in -bur,,,,-u,-u,,,NA,FALSE,acc-like,-u,,u,u,TRUE,FALSE,TRUE,FALSE,0,0,u,u,h,FALSE,FALSE,FALSE
Lezgian,ergative,FALSE,affix,non-discrete mass,,,,-edi,-edi,,,NA,FALSE,acc-like,-edi,,edi,edi,TRUE,TRUE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,monosyllabic denoting animals,,,,-re,-re,,,NA,FALSE,acc-like,-re,,re,re,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,monosyllabic denoting animals,,,,-ra,-ra,,,NA,FALSE,acc-like,-ra,,ra,ra,TRUE,TRUE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,rest,,,,-ʊni,-ʊni,,,NA,FALSE,acc-like,-ʊni,,ʊni,ʊni,TRUE,TRUE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,non-discrete mass,,,,-adi,-adi,,,NA,FALSE,acc-like,-adi,,adi,adi,TRUE,TRUE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,rest,,,,-ɑ,-ɑ,,,NA,FALSE,acc-like,-ɑ,,ɑ,ɑ,TRUE,FALSE,TRUE,FALSE,0,0,ɑ,ɑ,l,FALSE,FALSE,FALSE
Lezgian,ergative,FALSE,affix,rest,,,,-ʊ,-ʊ,,,NA,FALSE,acc-like,-ʊ,,ʊ,ʊ,TRUE,FALSE,TRUE,FALSE,0,0,ʊ,ʊ,h,FALSE,FALSE,FALSE
Lezgian,ergative,FALSE,affix,rest,,,,-tsi,-tsi,,,NA,FALSE,acc-like,-Ki,,Ki,Ki,TRUE,TRUE,TRUE,TRUE,1,0.5,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,rest,,,,-ts'i,-ts'i,,,NA,FALSE,acc-like,-Ki,,Ki,Ki,TRUE,TRUE,TRUE,TRUE,1,0.5,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,rest,,,,-tʃi,-tʃi,,,NA,FALSE,acc-like,-Ci,,Ci,Ci,TRUE,TRUE,TRUE,TRUE,1,0.5,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,rest,,,,-tʃ'i,-tʃ'i,,,NA,FALSE,acc-like,-Ci,,Ci,Ci,TRUE,TRUE,TRUE,TRUE,1,0.5,i,i,h,FALSE,FALSE,TRUE
Lezgian,ergative,FALSE,affix,rest,,,,-dʒi,-dʒi,,,NA,FALSE,acc-like,-Ji,,Ji,Ji,TRUE,TRUE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,TRUE
Lezgian,vocative,FALSE,particle,NA,,,,ja-,ja-,,,NA,FALSE,vocative,ja-,ja,,ja,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Limbu,absolutive,FALSE,affix,indef,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limbu,absolutive,FALSE,affix,definite,,,,-?in,-ʔin,,,NA,FALSE,nom-like,-ʔin,,ʔin,ʔin,TRUE,TRUE,FALSE,TRUE,1,0.3333333333333333,i,i,h,FALSE,TRUE,FALSE
Limbu,ergative,FALSE,affix,indef,,,"{ʔ,k,t,p,b,m,n,N}_",-le,-le,,,NA,FALSE,acc-like,-le,,le,le,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Limbu,ergative,FALSE,affix,indef,,,"{ʔ,k,t,p,b,m,n,N}_",-re,-re,,,NA,FALSE,acc-like,-re,,re,re,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Limbu,ergative,FALSE,affix,indef,,,_V,-lle,-lle,,,NA,FALSE,acc-like,-lle,,lle,lle,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Limbu,vocative,FALSE,affix,NA,,sg,,-e,-e,,,half-long,TRUE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Limbu,vocative,FALSE,affix,NA,,pl,,-se,-se,,,half-long,TRUE,vocative,-se,,se,se,TRUE,TRUE,TRUE,TRUE,1,0.5,e,e,m,FALSE,FALSE,TRUE
Limbu,vocative,FALSE,affix,NA,,pl,,-re,-re,,,half-long,TRUE,vocative,-re,,re,re,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Maithili,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maithili,accusative/dative,FALSE,particle,NA,,,,ke/ke~,-ke,,,NA,FALSE,acc-like,-ke,,ke,ke,TRUE,TRUE,TRUE,TRUE,1,0.5,e,e,m,FALSE,FALSE,TRUE
Maithili,accusative/dative,FALSE,particle,NA,,,,ke/ke~,-kẽ,,,NA,FALSE,acc-like,-kẽ,,kẽ,kẽ,TRUE,TRUE,TRUE,TRUE,1,0.5,ẽ,ẽ,m,FALSE,FALSE,TRUE
Maithili,accusative/dative,FALSE,particle,"animals, proper names of places, animate common nouns, inanimate object nouns, etc. (complicated, interacts with determiner etc.",,,,zero,zero,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maithili,vocative,FALSE,particle,NA,,,,"y@u,",jəu-,,,NA,FALSE,vocative,jəu-,jəu,,jəu,TRUE,TRUE,NA,FALSE,0,0,u,u,h,FALSE,NA,NA
Maithili,vocative,FALSE,particle,NA,,,,"{, h{, g{",æ-,,,NA,FALSE,vocative,æ-,æ,,æ,TRUE,FALSE,NA,FALSE,0,0,æ,æ,l,FALSE,FALSE,FALSE
Maithili,vocative,FALSE,particle,NA,,,,"{, h{, g{",hæ-,,,NA,FALSE,vocative,hæ-,hæ,,hæ,TRUE,TRUE,NA,TRUE,1,0.5,æ,æ,l,FALSE,NA,NA
Maithili,vocative,FALSE,particle,NA,,,,"{, h{, g{",gæ-,,,NA,FALSE,vocative,gæ-,gæ,,gæ,TRUE,TRUE,NA,FALSE,0,0,æ,æ,l,FALSE,NA,NA
Maithili,vocative,FALSE,particle,NA,,,,"{,  h@u, r@u",æ-,,,NA,FALSE,vocative,æ-,æ,,æ,TRUE,FALSE,NA,FALSE,0,0,æ,æ,l,FALSE,FALSE,FALSE
Maithili,vocative,FALSE,particle,NA,,,,"{,  h@u, r@u",hæu-,,,NA,FALSE,vocative,hæu-,hæu,,hæu,TRUE,TRUE,NA,TRUE,1,0.3333333333333333,u,u,h,FALSE,NA,NA
Maithili,vocative,FALSE,particle,NA,,,,"{,  h@u, r@u",ræu-,,,NA,FALSE,vocative,ræu-,ræu,,ræu,TRUE,TRUE,NA,FALSE,0,0,u,u,h,FALSE,NA,NA
Malayalam,accusative,FALSE,affix,NA,,,,-e,,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malayalam,nominative,FALSE,affix,NA,,,,zero,,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malayalam,vocative,TRUE,affix,NA,,,,-e:,-ee,,,NA,FALSE,vocative,-ee,,ee,ee,TRUE,FALSE,TRUE,FALSE,0,0,ee,e,m,TRUE,FALSE,FALSE
Malayalam,vocative,FALSE,affix,NA,,,-an,an# -> a:#,,aa,,final lengthening,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malayalam,vocative,FALSE,affix,NA,,,-i,i# -> i:#,zero,,,final lengthening,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malayalam,vocative,FALSE,affix,NA,,,-u,u# -> u:#,zero,,,final lengthening,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malayalam,vocative,FALSE,affix,NA,,,-am,am# -> am:#,zero,,,final lengthening,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maltese,object marker,FALSE,particle,"restricted in various ways, e.g. only precedes animate direct objects OR indirect objects that are not place nominals",,,,lil ## _,lil-,,,NA,FALSE,acc-like,lil-,lil,,lil,TRUE,TRUE,NA,FALSE,0,0,i,i,h,FALSE,NA,NA
Maltese,vocative,FALSE,particle,descriptive expression,,,,aa ## _,aa-,,,NA,FALSE,vocative,aa-,aa,,aa,TRUE,FALSE,NA,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Manambu,accusative,FALSE,affix,NA,,,,-a:m,-aam,,,NA,FALSE,acc-like,-aam,,aam,aam,TRUE,TRUE,FALSE,FALSE,0,0,aa,a,l,TRUE,TRUE,FALSE
Manambu,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manambu,vocative,FALSE,affix,NA,,,,"-a, -@:j, -aj",-a,,,"schwa --> E:, final syllable undergoes lengthening, stress moves to last syllable, ""slight rise on the last syllable""",TRUE,vocative,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Manambu,vocative,FALSE,affix,NA,,,,NA,-əəj,,,"schwa --> E:, final syllable undergoes lengthening, stress moves to last syllable, ""slight rise on the last syllable""",TRUE,vocative,-əəj,,əəj,əəj,TRUE,FALSE,TRUE,FALSE,0,0,əə,ə,m,TRUE,FALSE,FALSE
Manambu,vocative,FALSE,affix,NA,,,,NA,-aj,,,"schwa --> E:, final syllable undergoes lengthening, stress moves to last syllable, ""slight rise on the last syllable""",TRUE,vocative,-aj,,aj,aj,TRUE,FALSE,TRUE,FALSE,0,0,aj,a,l,TRUE,FALSE,FALSE
Mangarayi,absolutive,FALSE,affix,NA,n,,n,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mangarayi,accusative,FALSE,affix,NA,f,,f,Nan-,ŋan-,,,NA,FALSE,acc-like,ŋan-,ŋan,,ŋan,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Mangarayi,accusative,FALSE,affix,NA,m,,m,zero,zero,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mangarayi,ergative,FALSE,affix,NA,n,,n,na-,na-,,,NA,FALSE,acc-like,na-,na,,na,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Mangarayi,nominative,FALSE,affix,NA,f,,f,Nala-,ŋala-,,,NA,FALSE,nom-like,ŋala-,ŋala,,ŋala,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Mangarayi,nominative,FALSE,affix,NA,m,,m,na-,na-,,,NA,FALSE,nom-like,na-,na,,na,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Mangarayi,vocative,FALSE,affix,NA,,,V_,-y,-j,,,"diphtongization, lengthening, rise-fall in pitch",TRUE,vocative,-j,,j,j,FALSE,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,FALSE,FALSE
Mangarayi,vocative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mani,vocative,FALSE,particle,NA,,,,-yo/ye/o/e,-jo,,,NA,TRUE,vocative,-jo,,jo,jo,TRUE,TRUE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,TRUE
Mani,vocative,FALSE,particle,NA,,,,NA,-je,,,NA,TRUE,vocative,-je,,je,je,TRUE,TRUE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,TRUE
Mani,vocative,FALSE,particle,NA,,,,NA,-e,,,NA,TRUE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Mani,vocative,FALSE,particle,NA,,,,NA,-o,,,NA,FALSE,vocative,-o,,o,o,TRUE,FALSE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,FALSE
