language,case,default,morphological,noun_type,noun_class,number,conditioning,form,form_add,form_replace,form_delete,prosodic_form,prosody_clean,case_broad,form_add_s,form_add_prefix,form_add_suffix,form_add_all,vowel_pres,cons_pres,vowel_end,obstr_vl_pres,obstr_vl_count,obstr_vl_prop,last_vowel,last_vowel_qual,v_height,v_long,cons_end,cons_onset
Maori,accusative,FALSE,particle,NA,,,,i ## _,i-,,,NA,FALSE,acc-like,i-,i,,i,TRUE,FALSE,NA,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Maori,accusative,FALSE,particle,NA,,,,ki ## _,ki-,,,NA,FALSE,acc-like,ki-,ki,,ki,TRUE,TRUE,NA,TRUE,1,0.5,i,i,h,FALSE,NA,NA
Maori,nominative,FALSE,particle,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maori,vocative,FALSE,particle,NA,,,,e ## __,e-,,,NA,FALSE,vocative,e-,e,,e,TRUE,FALSE,NA,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Marathi,accusative,FALSE,affix,NA,m,singular,,a:la:,-aalaa,,,NA,FALSE,acc-like,-aalaa,,aalaa,aalaa,TRUE,TRUE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,TRUE
Marathi,accusative,FALSE,affix,NA,m,plural,,ã:nna:,-ããnnaa,,,NA,FALSE,acc-like,-ããnnaa,,ããnnaa,ããnnaa,TRUE,TRUE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,TRUE
Marathi,accusative,FALSE,affix,NA,f,singular,,ela:,-elaa,,,NA,FALSE,acc-like,-elaa,,elaa,elaa,TRUE,TRUE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,TRUE
Marathi,accusative,FALSE,affix,NA,f,plural,,ã:nna:,-ããnnaa,,,NA,FALSE,acc-like,-ããnnaa,,ããnnaa,ããnnaa,TRUE,TRUE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,TRUE
Marathi,accusative,FALSE,affix,NA,neuter,singular,,a:la:,-aalaa,,,NA,FALSE,acc-like,-aalaa,,aalaa,aalaa,TRUE,TRUE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,TRUE
Marathi,accusative,FALSE,affix,NA,neuter,plural,,ã:nna:,-ããnnaa,,,NA,FALSE,acc-like,-ããnnaa,,ããnnaa,ããnnaa,TRUE,TRUE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,TRUE
Marathi,nominative,FALSE,affix,NA,m,singular,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marathi,nominative,FALSE,affix,NA,m,plural,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marathi,nominative,FALSE,affix,NA,f,singular,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marathi,nominative,FALSE,affix,NA,f,plural,,a:,-aa,,,NA,FALSE,nom-like,-aa,,aa,aa,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Marathi,nominative,FALSE,affix,NA,neuter,singular,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marathi,nominative,FALSE,affix,NA,neuter,plural,,a/e,-a,,,NA,FALSE,nom-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Marathi,nominative,FALSE,affix,NA,neuter,plural,,a/e,-e,,,NA,FALSE,nom-like,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Marathi,vocative,FALSE,affix,NA,m,singular,,a:,-aa,,,NA,FALSE,vocative,-aa,,aa,aa,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Marathi,vocative,FALSE,affix,NA,m,plural,,ã:nno,-ããnno,,,NA,FALSE,vocative,-ããnno,,ããnno,ããnno,TRUE,TRUE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,TRUE
Marathi,vocative,FALSE,affix,NA,f,singular,,i:,-ii,,,NA,FALSE,vocative,-ii,,ii,ii,TRUE,FALSE,TRUE,FALSE,0,0,ii,i,h,TRUE,FALSE,FALSE
Marathi,vocative,FALSE,affix,NA,f,plural,,[nasal i]nno,-ĩnno,,,NA,FALSE,vocative,-ĩnno,,ĩnno,ĩnno,TRUE,TRUE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,TRUE
Marathi,vocative,FALSE,affix,NA,neuter,singular,,a:,-aa,,,NA,FALSE,vocative,-aa,,aa,aa,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Marathi,vocative,FALSE,affix,NA,neuter,plural,,ã:nno,-ããnno,,,NA,FALSE,vocative,-ããnno,,ããnno,ããnno,TRUE,TRUE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,TRUE
Meithei,accusative,FALSE,affix,NA,,,,-pu,-pu,,,NA,FALSE,acc-like,-pu,,pu,pu,TRUE,TRUE,TRUE,TRUE,1,0.5,u,u,h,FALSE,FALSE,TRUE
Meithei,nominative,FALSE,affix,NA,,,,-n@,-nə,,,NA,FALSE,nom-like,-nə,,nə,nə,TRUE,TRUE,TRUE,FALSE,0,0,ə,ə,m,FALSE,FALSE,TRUE
Meithei,vocative,FALSE,affix,NA,,,,-sa,-sa,,,NA,FALSE,vocative,-sa,,sa,sa,TRUE,TRUE,TRUE,TRUE,1,0.5,a,a,l,FALSE,FALSE,TRUE
Mongsen Ao,agentive,FALSE,particle,NA,,,,n@,-nə,,,carries mid tone,TRUE,nom-like,-nə,,nə,nə,TRUE,TRUE,TRUE,FALSE,0,0,ə,ə,m,FALSE,FALSE,TRUE
Mongsen Ao,vocative,FALSE,affix,NA,,,,a-,a-,,,NA,FALSE,vocative,a-,a,,a,TRUE,FALSE,NA,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Murui,accusative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murui,accusative,FALSE,affix,NA,,,,-na,-na,,,NA,FALSE,acc-like,-na,,na,na,TRUE,TRUE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,TRUE
Murui,accusative,FALSE,affix,NA,,,,-mo,-mo,,,NA,FALSE,acc-like,-mo,,mo,mo,TRUE,TRUE,TRUE,FALSE,0,0,o,o,m,FALSE,FALSE,TRUE
Murui,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murui,nominative,FALSE,affix,NA,,,,-dɨ,-dɨ,,,NA,FALSE,nom-like,-dɨ,,dɨ,dɨ,TRUE,TRUE,TRUE,FALSE,0,0,ɨ,ɨ,h,FALSE,FALSE,TRUE
Ngiti,vocative,FALSE,prosodic,NA,,,,NA,zero,,,add final H tone,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murui,vocative,FALSE,deletion,kinship term,,,,omitting otherwise obligatory animate classifier,,,-aɨ,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Murui,vocative,FALSE,deletion,kinship term,,,,omitting otherwise obligatory animate classifier,,,-nɨaɨ,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nishnaabemwin (Ottawa),vocative,FALSE,deletion,NA,,,,"word form is changed ""shortening of a term of reference, often by deleting the last syllable or the last consonant""",,,C#,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nishnaabemwin (Ottawa),vocative,FALSE,deletion,NA,,,,"word form is changed ""shortening of a term of reference, often by deleting the last syllable or the last consonant""",,,CV#,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,I pl,-idig,-idig,,,NA,FALSE,vocative,-idig,,idig,idig,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,II pl,-dig,-dig,,,NA,FALSE,vocative,-dig,,dig,dig,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,III pl,-widig,-widig,,,NA,FALSE,vocative,-widig,,widig,widig,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,IV pl,-odig,-odig,,,NA,FALSE,vocative,-odig,,odig,odig,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,V pl,-iidig,-iidig,,,NA,FALSE,vocative,-iidig,,iidig,iidig,TRUE,TRUE,FALSE,FALSE,0,0,i,i,h,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,I pl,-idog,-idog,,,NA,FALSE,vocative,-idog,,idog,idog,TRUE,TRUE,FALSE,FALSE,0,0,o,o,m,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,II pl,-dog,-dog,,,NA,FALSE,vocative,-dog,,dog,dog,TRUE,TRUE,FALSE,FALSE,0,0,o,o,m,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,III pl,-widog,-widog,,,NA,FALSE,vocative,-widog,,widog,widog,TRUE,TRUE,FALSE,FALSE,0,0,o,o,m,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,IV pl,-odog,-odog,,,NA,FALSE,vocative,-odog,,odog,odog,TRUE,TRUE,FALSE,FALSE,0,0,o,o,m,FALSE,TRUE,FALSE
Nishnaabemwin (Ottawa),vocative,FALSE,affix,NA,,,V pl,-iidog,-iidog,,,NA,FALSE,vocative,-iidog,,iidog,iidog,TRUE,TRUE,FALSE,FALSE,0,0,o,o,m,FALSE,TRUE,FALSE
Palula,ergative,FALSE,affix,NA,,,,-a/-i,-a,,,NA,FALSE,acc-like,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Palula,ergative,FALSE,affix,NA,,,,-a/-i,-i,,,NA,FALSE,acc-like,-i,,i,i,TRUE,FALSE,TRUE,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Palula,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palula,vocative,FALSE,deletion,subset of kindship terms,,,i_,deletion of gender signalling affix -i or -u,,,i,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palula,vocative,FALSE,deletion,subset of kindship terms,,,u_,deletion of gender signalling affix -i or -u,,,u,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puyuma,nominative,FALSE,affix,"common noun, indef",,,,a-,a-,,,NA,FALSE,nom-like,a-,a,,a,TRUE,FALSE,NA,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Puyuma,nominative,FALSE,affix,"common noun, def",,,,na-,na-,,,NA,FALSE,nom-like,na-,na,,na,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Puyuma,nominative,FALSE,affix,common noun,,sg,,i-,i-,,,NA,FALSE,nom-like,i-,i,,i,TRUE,FALSE,NA,FALSE,0,0,i,i,h,FALSE,FALSE,FALSE
Puyuma,nominative,FALSE,affix,common noun,,pl,,na-,na-,,,NA,FALSE,nom-like,na-,na,,na,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Puyuma,oblique,FALSE,affix,"common noun, indef",,,,d´a-,d´a-,,,NA,FALSE,acc-like,da-,da,,da,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Puyuma,oblique,FALSE,affix,"common noun, def",,,,kana-,kana-,,,NA,FALSE,acc-like,kana-,kana,,kana,TRUE,TRUE,NA,TRUE,1,0.25,a,a,l,FALSE,NA,NA
Puyuma,oblique,FALSE,affix,personal noun,,sg,,kan-,kan-,,,NA,FALSE,acc-like,kan-,kan,,kan,TRUE,TRUE,NA,TRUE,1,0.3333333333333333,a,a,l,FALSE,NA,NA
Puyuma,oblique,FALSE,affix,personal noun,,pl,,kana-,kana-,,,NA,FALSE,acc-like,kana-,kana,,kana,TRUE,TRUE,NA,TRUE,1,0.25,a,a,l,FALSE,NA,NA
Puyuma,vocative,FALSE,clitic,name / kinship term,,,,=a,-a,,,NA,FALSE,vocative,-a,,a,a,TRUE,FALSE,TRUE,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Rapa Nui,vocative,FALSE,particle,NA,,,,e REFERENT e:,e--ee,,,NA,FALSE,vocative,e--ee,e,ee,eee,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
"rGyalrong, Jiaomuzu",ergative,FALSE,affix,NA,,,,-k@,-kə,,,NA,FALSE,acc-like,-kə,,kə,kə,TRUE,TRUE,TRUE,TRUE,1,0.5,ə,ə,m,FALSE,FALSE,TRUE
"rGyalrong, Jiaomuzu",vocative,FALSE,affix,NA,,,ta_,a-,,a-,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salako (Kendayan),vocative,FALSE,affix,person,,,,-ɔ,-ɔ,,,NA,FALSE,vocative,-ɔ,,ɔ,ɔ,TRUE,FALSE,TRUE,FALSE,0,0,ɔ,ɔ,m,FALSE,FALSE,FALSE
Samoan,absolutive,FALSE,affix,NA,,,,zero / ia (preposition),zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samoan,absolutive,FALSE,particle,NA,,,,zero / ia (preposition),ia-,,,NA,FALSE,nom-like,ia-,ia,,ia,TRUE,FALSE,NA,FALSE,0,0,a,a,l,FALSE,FALSE,FALSE
Samoan,ergative,FALSE,particle,NA,,,,e (preposition),e-,,,NA,FALSE,acc-like,e-,e,,e,TRUE,FALSE,NA,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Samoan,vocative,FALSE,affix,"name, noun of address, few common noun",,,,-e,-e,,,NA,FALSE,vocative,-e,,e,e,TRUE,FALSE,TRUE,FALSE,0,0,e,e,m,FALSE,FALSE,FALSE
Seediq,nominative,FALSE,particle,NA,,,,ka-,ka-,,,NA,FALSE,nom-like,ka-,ka,,ka,TRUE,TRUE,NA,TRUE,1,0.5,a,a,l,FALSE,NA,NA
Seediq,oblique,FALSE,affix,"personal name, kinship term",,,,-an,-an,,,NA,FALSE,acc-like,-an,,an,an,TRUE,TRUE,FALSE,FALSE,0,0,a,a,l,FALSE,TRUE,FALSE
Seediq,vocative,FALSE,deletion,"personal name, kinship term",,,,keep last syllable of stem only (Masaw -> Saw),,,CV...-,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Popoluca,vocative,FALSE,prosodic,NA,,,,NA,,,,stress shift to final syllable,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,accusative,FALSE,affix,NA,m,sg,-V,change of stem-final vowel to -e,,-e,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,accusative,FALSE,affix,NA,m,pl,-V,change of stem-final vowel to -@nl,,-enl,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,accusative,FALSE,affix,NA,f,sg,-V,change of stem-final vowel to -@,,-e,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,accusative,FALSE,affix,NA,f,pl,,zero,zero,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,vocative,FALSE,affix,NA,m,sg,u_,E:- / ar`E:- (Interjection) + change of stem-final vowel to -a,ɛɛ-,-a,,NA,FALSE,vocative,ɛɛ-,ɛɛ,,ɛɛ,TRUE,FALSE,NA,FALSE,0,0,ɛɛ,ɛ,m,TRUE,FALSE,FALSE
Sindhi,vocative,FALSE,affix,NA,m,pl,,E:- / ar`E:- (Interjection) + change of stem-final vowel to -O,arɛɛ-,-ɔ,,NA,FALSE,vocative,arɛɛ-,arɛɛ,,arɛɛ,TRUE,TRUE,NA,FALSE,0,0,ɛɛ,ɛ,m,TRUE,NA,NA
Sindhi,vocative,FALSE,affix,NA,m,sg,u_,E:- / ar`E:- (Interjection) + change of stem-final vowel to -a,ɛɛ-,-a,,NA,FALSE,vocative,ɛɛ-,ɛɛ,,ɛɛ,TRUE,FALSE,NA,FALSE,0,0,ɛɛ,ɛ,m,TRUE,FALSE,FALSE
Sindhi,vocative,FALSE,affix,NA,m,pl,,E:- / ar`E:- (Interjection) + change of stem-final vowel to -O,arɛɛ-,-ɔ,,NA,FALSE,vocative,arɛɛ-,arɛɛ,,arɛɛ,TRUE,TRUE,NA,FALSE,0,0,ɛɛ,ɛ,m,TRUE,NA,NA
Sindhi,vocative,FALSE,affix,NA,f,sg,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sindhi,vocative,FALSE,affix,NA,f,pl,,zero,zero,,,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somali,absolutive,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somali,nominative,FALSE,affix,NA,,,,zero,zero,,,tonal change,TRUE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somali,vocative,FALSE,affix,name,f,sg,,-èey,-eej,,,NA,FALSE,vocative,-eej,,eej,eej,TRUE,FALSE,TRUE,FALSE,0,0,ee,e,m,TRUE,FALSE,FALSE
Somali,vocative,FALSE,affix,name,f,sg,o_,-òoy,-ooj,,,NA,FALSE,vocative,-ooj,,ooj,ooj,TRUE,FALSE,TRUE,FALSE,0,0,oo,o,m,TRUE,FALSE,FALSE
Somali,vocative,FALSE,affix,name,f,sg,a_,-àay,-aaj,,,NA,FALSE,vocative,-aaj,,aaj,aaj,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Somali,vocative,FALSE,affix,name,,,,-òw,-ow,,,NA,FALSE,vocative,-ow,,ow,ow,TRUE,FALSE,TRUE,FALSE,0,0,ow,o,m,TRUE,FALSE,FALSE
Somali,vocative,FALSE,affix,other noun,f,sg,,-yahay,-jahaj,,,NA,FALSE,vocative,-jahaj,,jahaj,jahaj,TRUE,TRUE,TRUE,TRUE,1,0.2,aj,a,l,TRUE,FALSE,TRUE
Somali,vocative,FALSE,affix,other noun,,,,-yohow,-johow,,,NA,FALSE,vocative,-johow,,johow,johow,TRUE,TRUE,TRUE,TRUE,1,0.2,ow,o,m,TRUE,FALSE,TRUE
Somali,vocative,FALSE,affix,name,,,,zero,zero,,,tonal change,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,accusative,FALSE,affix,NA,,sg,prefixed with 1.person possessive,-to,,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,accusative,FALSE,affix,NA,,pl,prefixed with 1.person possessive,-j(a)-Son,,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,accusative,FALSE,affix,NA,,sg,not prefixed with 1.person possessive,-(e)n,,,,NA,FALSE,acc-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,nominative,FALSE,affix,NA,,sg,prefixed with 1.person possessive,-(e)n,,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,nominative,FALSE,affix,NA,,pl,prefixed with 1.person possessive,-jej,,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,nominative,FALSE,affix,NA,,sg,not prefixed with 1.person possessive,zero,,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,vocative,FALSE,deletion,proper noun,,,,drop feminine sufix (-men/?men) for vocative,,,-men,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,vocative,FALSE,deletion,proper noun,,,,drop feminine sufix (-men/?men) for vocative,,,-ʔmen,NA,FALSE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,vocative,FALSE,affix,kinship term,,sg,,-eʔ,,,,no laryngeal increments,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,vocative,FALSE,affix,kinship term,,sg,,-deʔ,,,,no laryngeal increments,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Pomo,vocative,FALSE,affix,kinship term,,pl,prefixed with 1.person possessive,-jaʃo,,,,no laryngeal increments,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunwar,accusative,FALSE,affix,NA,,,,-kali,-kali,,,NA,FALSE,acc-like,-kali,,kali,kali,TRUE,TRUE,TRUE,TRUE,1,0.25,i,i,h,FALSE,FALSE,TRUE
Sunwar,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunwar,vocative,FALSE,affix,NA,,,,-au,-aw,,,NA,FALSE,vocative,-aw,,aw,aw,TRUE,FALSE,TRUE,FALSE,0,0,aw,a,l,TRUE,FALSE,FALSE
Tamil,accusative,FALSE,affix,NA,,,,-ai,-aj,,,NA,FALSE,acc-like,-aj,,aj,aj,TRUE,FALSE,TRUE,FALSE,0,0,aj,a,l,TRUE,FALSE,FALSE
Tamil,nominative,FALSE,affix,NA,,,,zero,zero,,,NA,FALSE,nom-like,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamil,vocative,FALSE,affix,NA,,,,-e:,-ee,,,NA,FALSE,vocative,-ee,,ee,ee,TRUE,FALSE,TRUE,FALSE,0,0,ee,e,m,TRUE,FALSE,FALSE
Tamil,vocative,FALSE,affix,NA,,,,-a:,-aa,,,NA,FALSE,vocative,-aa,,aa,aa,TRUE,FALSE,TRUE,FALSE,0,0,aa,a,l,TRUE,FALSE,FALSE
Timucua,vocative,FALSE,clitic,NA,,,,-lechu,-letʃu,,,NA,FALSE,vocative,-leCu,,leCu,leCu,TRUE,TRUE,TRUE,TRUE,1,0.25,u,u,h,FALSE,FALSE,TRUE
Toqabaqita,vocative,FALSE,clitic,NA,,,,-?ae,-ʔæ,,,NA,FALSE,vocative,-ʔæ,,ʔæ,ʔæ,TRUE,TRUE,TRUE,TRUE,1,0.5,æ,æ,l,FALSE,FALSE,TRUE
Tukang Besi,"""nominative""",FALSE,particle,NA,,,,na,na-,,,NA,FALSE,nom-like,na-,na,,na,TRUE,TRUE,NA,FALSE,0,0,a,a,l,FALSE,NA,NA
Tukang Besi,non-nominative,FALSE,particle,NA,,,,te,te-,,,NA,FALSE,acc-like,te-,te,,te,TRUE,TRUE,NA,TRUE,1,0.5,e,e,m,FALSE,NA,NA
Tukang Besi,vocative,FALSE,affix,NA,,,V_,-ó (replace final vowel),,-o,,accented,TRUE,vocative,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
